"","PL_Index","LP_Index","Pivot_Energy","PLEC_Flux_Density","LP_Flux_Density","PL_Flux_Density","Frac2_Variability","nuFnu_Band7","PLEC_Index","Flux_Band2","Flux_Band7","nuFnu_Band2","Frac_Variability","PLEC_Expfactor","Variability2_Index","Variability_Index","nuFnu_Band6","Flux_Band3","Npred","Flux_Band6","nuFnu_Band3","Flux_Band1","nuFnu_Band1","LP_beta","LP_SigCurv","Energy_Flux100","PLEC_SigCurv","Flux_Band4","nuFnu_Band4","nuFnu_Band5","Flux_Band5","Flux1000","Signif_Avg","PLEC_Exp_Index","Source_Name","ASSOC_FGL","CLASS1","ASSOC1"
"22",1.98703098297119,1.88252317905426,1310.5244140625,1.59735289231855e-12,1.65789560899188e-12,1.52852752156873e-12,0.402495443820953,2.18393901053882e-12,1.79090559482574,1.43592489010302e-08,4.90667194374961e-11,3.59059006485585e-12,0.388966649770737,0.00104447524063289,205.579895019531,132.097106933594,3.91138120156564e-12,5.47971890085819e-09,2481.13037109375,1.66687427749501e-10,3.87069066035139e-12,9.22601284258917e-09,1.5092884624382e-12,0.069813147187233,4.38457775115967,2.5818997981264e-11,4.66478681564331,1.84563275773542e-09,4.4695744501333e-12,4.68399754746662e-12,6.88869017384519e-10,2.81044232330885e-09,54.2283630371094,0.666666686534882,"4FGL J0009.3+5030 ","3FGL J0009.3+5030 ","bll","NVSS J000922+503028         "
"23",2.14519906044006,2.19110774993896,1959.59594726562,5.95034546808926e-14,5.47627027546686e-14,5.87464443952725e-14,0,6.77733163364133e-17,2.09832644462585,3.46381101579141e-09,1.34506015639433e-15,8.20564482247738e-13,0.314969033002853,0.000198063062271103,44.2015266418457,11.7145519256592,6.21592566914936e-13,4.95197882699472e-10,297.057342529297,2.62389970862031e-11,3.34240827289806e-13,4.11673169511961e-12,6.55711444936044e-16,-0.0408447235822678,0.726983487606049,2.42769823341482e-12,0.288282245397568,1.34816852126463e-10,3.19376334189866e-13,2.66754229382576e-13,3.952123697748e-11,2.16136275543732e-10,9.78916549682617,0.666666686534882,"4FGL J0009.8-4317 ","                  ","bll","SUMSS J000949-431654        "
"24",2.3165340423584,2.14475607872009,1299.71398925781,1.36656162189226e-13,1.39882422593891e-13,1.14076540639989e-13,1.10868108272552,4.64945297618986e-19,1.5071964263916,2.39851405403613e-09,9.85006177119778e-18,5.58834716783002e-13,0.722578823566437,0.00643762340769172,79.5026016235352,19.1621017456055,6.44662879520957e-17,7.20722093117132e-10,252.108810424805,2.76688817934774e-15,4.76915924287058e-13,4.69372370831556e-13,7.42577042722247e-17,0.21123805642128,1.50200426578522,1.94978321682582e-12,1.71703147888184,1.25749258228502e-10,2.92985769109397e-13,2.61744537719336e-13,3.95552028631396e-11,1.587157905103e-10,4.55180978775024,0.666666686534882,"4FGL J0010.6+2043 ","                  ","fsrq","TXS 0007+205                "
"25",2.42912125587463,2.36270403862,798.306396484375,8.89434576337167e-13,9.278954557837e-13,8.21856959657558e-13,1.17029678821564,7.15345690338282e-19,2.19371700286865,4.76000616700389e-09,1.57854764042373e-17,1.09715416005823e-12,0.929699242115021,0.00257573579438031,179.075332641602,78.4299774169922,1.31647392097832e-13,1.57354618224304e-09,720.01806640625,5.71152500294936e-12,1.02798206145366e-12,2.50516385413846e-10,3.94585351806004e-14,0.103593356907368,1.70342886447906,4.52254466515312e-12,1.50949954986572,3.5024710909326e-10,8.07299539717921e-13,1.71058750931402e-13,2.61841954368736e-11,3.32386146384422e-10,13.2260713577271,0.666666686534882,"4FGL J0010.6-3025 ","                  ","fsrq","PKS 0008-307                "
"27",2.31978154182434,2.26616072654724,1207.69555664062,4.36946079361913e-13,4.31341648596956e-13,4.05826468350551e-13,2.04200887680054,1.78125760262647e-14,2.05007219314575,9.25074239432888e-09,3.77820252297698e-13,2.15467574338213e-12,0.932819843292236,0.00209021358750761,278.067687988281,79.3132476806641,2.2662899118106e-13,1.68665226230047e-09,710.286560058594,9.72993907666364e-12,1.1156755857708e-12,2.20309228637916e-08,3.48498747221315e-12,0.0553658157587051,0.91521167755127,5.85535916627911e-12,1.52577674388885,3.47705808589893e-10,8.09873652515836e-13,8.43869516365531e-13,1.27574228958593e-10,4.75445849357214e-10,13.4172534942627,0.666666686534882,"4FGL J0011.4+0057 ","2FGL J0011.3+0054 ","fsrq","RX J0011.5+0058             "
"30",2.05007171630859,1.98090183734894,1955.669921875,1.30774148563058e-13,1.32113409296621e-13,1.20045602148081e-13,0,2.99426621192846e-14,1.7801696062088,2.06396633117834e-09,5.72229600943192e-13,4.93526335250405e-13,0.226824402809143,0.00146978360135108,57.0455894470215,11.1646308898926,1.00195958301075e-12,1.05423536567173e-09,522.960021972656,4.19027486320278e-11,7.19542752204011e-13,2.86959261908137e-10,4.58793871220987e-14,0.0745050609111786,1.45295214653015,4.98482331801053e-12,1.90823304653168,3.42148309684376e-10,8.18129635218878e-13,6.13273483645455e-13,8.98535343352158e-11,4.48671072517115e-10,16.9058303833008,0.666666686534882,"4FGL J0013.1-3955 ","3FGL J0013.2-3954 ","bll","PKS 0010-401                "
"31",2.35867023468018,2.35060501098633,1846.4111328125,5.47937482062513e-14,4.92481591260734e-14,5.57482899633029e-14,0,6.30395906543659e-16,2.4260139465332,1.50708334700766e-11,1.35633429197723e-14,3.49719871592098e-15,0,-0.000475809967610985,38.0410995483398,6.16705083847046,2.71938071019773e-13,8.0550327519191e-10,277.270874023438,1.17189027579179e-11,5.30455237027216e-13,4.91742895292191e-08,7.76681236686061e-12,-0.0889722928404808,1.06147015094757,2.21306675242394e-12,0.816258907318115,1.17656023812529e-10,2.73021703986118e-13,1.87740746343187e-13,2.85086797918721e-11,1.74024128440919e-10,5.05017852783203,0.666666686534882,"4FGL J0013.6-0424 ","                  ","fsrq","PKS 0011-046                "
"32",1.96606969833374,1.87643790245056,2609.28930664062,4.62798473589016e-14,4.66067512545649e-14,4.14162248333488e-14,0,4.0773902808787e-13,1.6217029094696,1.32138067154841e-09,7.53071389969495e-12,3.18589989459217e-13,0,0.00141947192605585,58.6941528320312,2.60810780525208,4.88227134502056e-13,4.89948692727893e-10,260.453277587891,2.02496613227465e-11,3.37731687234666e-13,1.04181827609295e-08,1.67123823460735e-12,0.0823298618197441,1.22664165496826,3.14804324101636e-12,1.69329929351807,1.85560566912102e-10,4.47393641231364e-13,5.61289892602596e-13,8.14265460613584e-11,2.79279793735654e-10,11.5089960098267,0.666666686534882,"4FGL J0013.9-1854 ","3FGL J0013.9-1853 ","bll","RBS 0030                    "
"33",2.26419115066528,2.07102489471436,1473.77355957031,1.43984650591289e-13,1.45751100533338e-13,1.02096221830505e-13,0.239429339766502,1.32102254398689e-20,1.03060126304626,1.03092034908769e-09,2.74447153511672e-19,2.41412548588824e-13,0.556215584278107,0.0103578018024564,80.2711334228516,16.3111209869385,6.66612861537603e-18,8.96652307957879e-10,280.916381835938,2.84668212405045e-16,5.96913414963735e-13,3.02986663536231e-11,4.80333199091658e-15,0.349915623664856,2.6598949432373,2.29595509271263e-12,2.77403354644775,1.73882949705551e-10,4.07184946567621e-13,2.97914877446168e-13,4.4751220090733e-11,1.93817559224208e-10,6.23044347763062,0.666666686534882,"4FGL J0014.1+1910 ","2FGL J0013.8+1907 ","bll","MG3 J001356+1910            "
"34",1.99247360229492,1.86773598194122,2545.14306640625,4.57057656967023e-14,4.74173617850873e-14,4.01567376627585e-14,0,1.21652724769235e-16,1.58672201633453,2.18594831125074e-09,2.27126548498673e-15,5.25668104964933e-13,0,0.00185581238474697,43.756160736084,1.68241882324219,5.69803969632798e-13,4.23510060354459e-10,284.602752685547,2.36948342891008e-11,2.91024745534968e-13,8.10096434378238e-11,1.29815727395108e-14,0.135718420147896,1.76204109191895,2.88363864037189e-12,1.82762050628662,2.02039593388825e-10,4.8585679750246e-13,3.93981695141418e-13,5.73336864095886e-11,2.57613069765128e-10,10.176718711853,0.666666686534882,"4FGL J0014.1-5022 ","3FGL J0014.0-5025 ","bll","RBS 0032                    "
"35",2.49800729751587,2.53936457633972,1016.62249755859,2.55335547627231e-13,2.38139396440198e-13,2.62402729753197e-13,0,1.73231166824411e-13,2.55663967132568,1.44918588240728e-09,3.91571757657472e-12,3.31854281467731e-13,0.395577073097229,-0.000374653056496754,34.0733375549316,10.8842267990112,4.81660679094122e-20,7.54379836376273e-10,367.732147216797,2.10338050419883e-18,4.89021475223728e-13,9.02177332839926e-10,1.41718681603321e-13,-0.0477229729294777,0.585255146026611,2.68027353783618e-12,0.489733934402466,1.76673273233341e-10,4.04570528553944e-13,1.99455998050289e-13,3.07687070266738e-11,1.82421772132457e-10,4.5348424911499,0.666666686534882,"4FGL J0014.2+0854 ","                  ","bll","MS 0011.7+0837              "
"37",1.74032664299011,1.62417876720428,9809.64453125,4.34559665676978e-15,4.70257064557711e-15,3.59470025496295e-15,0,8.11130242833746e-13,1.34110403060913,7.70599838280372e-13,1.36284924318053e-11,1.9000808508931e-16,0.528278231620789,0.000749628292396665,45.3545455932617,12.9317560195923,8.8158186263218e-13,3.1290597890532e-10,187.386764526367,3.57535771822182e-11,2.21565699272917e-13,4.14913187141153e-10,6.71598668062871e-14,0.157856866717339,1.92131996154785,3.25124237428309e-12,1.7733051776886,6.04739799903165e-11,1.49111693587174e-13,5.73517578913996e-13,8.09949746161109e-11,2.49735843116383e-10,9.26063442230225,0.666666686534882,"4FGL J0014.7+5801 ","3FGL J0014.7+5802 ","bll","1RXS J001442.2+580201       "
"40",2.06639719009399,2.11452507972717,3627.43090820312,9.66802982479585e-15,8.64586858053198e-15,9.74624484714531e-15,0,1.42897331337558e-13,2.07539820671082,2.38637820615395e-09,2.74884108530937e-12,5.69705198814885e-13,0,-3.19898099405691e-05,44.7820167541504,5.36675834655762,2.98459390882244e-13,3.82618631222797e-10,152.45686340332,1.25018511168418e-11,2.60646620389368e-13,2.41497510877764e-09,3.85859096410646e-13,-0.056847345083952,0.780447900295258,1.444751328121e-12,0.0448903739452362,6.66527735782019e-11,1.59121603697174e-13,1.68159689189866e-13,2.46851566965134e-11,1.30062113856688e-10,5.39980506896973,0.666666686534882,"4FGL J0015.2+3537 ","                  ","bll","RX J0015.4+3536             "
"41",1.90797746181488,1.93891191482544,5870.892578125,1.09867389979593e-14,1.03315471547969e-14,1.09751168588901e-14,0,1.06361761845891e-12,1.90706241130829,3.16392867460991e-09,1.91787852960035e-11,7.67234041056108e-13,0.272897213697433,2.47155071519956e-06,49.4299736022949,8.8776683807373,6.72801224455011e-13,9.45879818914364e-10,317.051147460938,2.77450562524706e-11,6.56517754656777e-13,4.11054273952161e-10,6.60920631916605e-14,-0.0294417347759008,0.563020288944244,4.02141644637033e-12,0.0190422534942627,2.07491732129306e-10,5.03155243164466e-13,5.2726963420402e-13,7.59665177985092e-11,3.48644474401638e-10,10.6818389892578,0.666666686534882,"4FGL J0015.6+5551 ","3FGL J0015.7+5552 ","bll","GB6 J0015+5551              "
"43",2.72654604911804,2.58502316474915,363.429992675781,1.62750819765467e-11,1.67403643031028e-11,1.4242700768774e-11,0.779082179069519,4.337690464475e-17,2.1430344581604,2.02777616920002e-08,1.51395662025271e-15,4.72819483218756e-12,0.476826012134552,0.0113934325054288,244.560958862305,69.3971710205078,7.38262871517216e-14,4.03645472601966e-09,1548.81945800781,3.66361368325796e-12,2.54833697546641e-12,2.4813996191142e-08,3.97924488498846e-12,0.186532154679298,4.00928115844727,9.94986211477755e-12,4.11765718460083,5.20249732183231e-10,1.12148040420229e-12,9.00831287954586e-20,1.5541802230669e-17,4.75395112164989e-10,20.6405048370361,0.666666686534882,"4FGL J0016.2-0016 ","3FGL J0016.3-0013 ","fsrq","S3 0013-00                  "
