"","PL_Index","LP_Index","Pivot_Energy","PLEC_Flux_Density","LP_Flux_Density","PL_Flux_Density","Frac2_Variability","nuFnu_Band7","PLEC_Index","Flux_Band2","Flux_Band7","nuFnu_Band2","Frac_Variability","PLEC_Expfactor","Variability2_Index","Variability_Index","nuFnu_Band6","Flux_Band3","Npred","Flux_Band6","nuFnu_Band3","Flux_Band1","nuFnu_Band1","LP_beta","LP_SigCurv","Energy_Flux100","PLEC_SigCurv","Flux_Band4","nuFnu_Band4","nuFnu_Band5","Flux_Band5","Flux1000","Signif_Avg","PLEC_Exp_Index","Source_Name","ASSOC_FGL","CLASS1","ASSOC1"
"738",2.10345363616943,1.34517824649811,3808.75317382812,2.24757956386948e-14,2.40735691336936e-14,1.77838378924303e-14,0,8.83342801248479e-17,0.336990147829056,6.1278826457567e-09,1.72451810539093e-15,1.45761419427515e-12,0.666588366031647,0.0063684768974781,40.1659698486328,16.9159049987793,5.34254010389063e-13,3.42850636769754e-10,231.08464050293,2.24603061843576e-11,2.32543476662295e-13,2.84831980223998e-08,4.54429853122273e-12,0.591677010059357,1.90272200107574,2.97270736672461e-12,1.94519567489624,1.42685863124825e-10,3.39400979109533e-13,4.56866857713456e-13,6.73582023491548e-11,2.6687696497163e-10,5.62552785873413,0.666666686534882,"4FGL J0519.6+2744 ","3FGL J0519.3+2746 ","bcu","4C +27.15                   "
"742",2.54019474983215,2.49171948432922,726.304626464844,1.36291889232809e-12,1.41194022619529e-12,1.30750737927648e-12,0.987821877002716,1.9132724626043e-16,2.40197110176086,9.74853087143401e-09,4.38740493249683e-15,2.22349482575934e-12,0.823810756206512,0.00153235357720405,213.673034667969,98.2895889282227,3.22215832574552e-13,2.31256125360346e-09,947.148803710938,1.4126999049735e-11,1.49205116577872e-12,9.32798371877652e-09,1.46287929686517e-12,0.0669491961598396,1.16292870044708,5.82755762049136e-12,1.02182328701019,2.78845058154786e-10,6.36004053242156e-13,3.37505712396866e-13,5.23107147876178e-11,3.76623954245758e-10,14.0550079345703,0.666666686534882,"4FGL J0521.8-3848 ","3FGL J0521.9-3847 ","bcu","PKS 0520-388                "
"743",2.04200553894043,1.94849920272827,3191.25561523438,8.77172818972496e-14,9.06159506154983e-14,8.04141096159144e-14,0.28739932179451,1.16187756030867e-12,1.78121697902679,8.00314570170713e-09,2.21324677335266e-11,1.91519499911919e-12,0.141995921730995,0.00096108514117077,64.5819931030273,9.93811321258545,1.02331370373937e-12,1.57240132026004e-09,658.595275878906,4.27618565557175e-11,1.0742228504293e-12,2.94037211245879e-10,4.70260630566419e-14,0.089114248752594,1.69137513637543,9.09796196713053e-12,1.9309446811676,5.37922539844971e-10,1.28727692567943e-12,1.51949069646107e-12,2.22416515760493e-10,8.18550949244212e-10,15.8110065460205,0.666666686534882,"4FGL J0524.5+2839 ","3FGL J0524.4+2839 ","bcu","NVSS J052429+283918         "
"745",2.14477109909058,1.81087350845337,1738.45263671875,8.80924226251932e-14,9.07314113706044e-14,6.95208796672002e-14,0,1.8189157385198e-17,1.10422718524933,3.97515666217263e-11,3.60929817959461e-16,9.41739870493393e-15,0.487715512514114,0.00664620893076062,43.7666473388672,12.4231386184692,2.14489382743648e-13,4.41450598298587e-10,245.763061523438,9.05376294768612e-12,2.97978221958095e-13,2.5436819317548e-09,4.05163532932185e-13,0.307296603918076,2.14249110221863,2.22216277497023e-12,2.29173159599304,1.68020819479864e-10,3.98051979832309e-13,3.55198021603081e-13,5.26220907126618e-11,1.97860061668109e-10,6.59778642654419,0.666666686534882,"4FGL J0525.6-2008 ","3FGL J0525.8-2014 ","bcu","PMN J0525-2010              "
"746",1.79736053943634,1.71549212932587,4237.82080078125,3.13996028342752e-14,3.16111442306543e-14,2.81046531397855e-14,0,1.65395117306816e-12,1.51894307136536,2.83593348804345e-09,2.8471103946659e-11,6.95297172701587e-13,0.20836628973484,0.000770515471231192,57.5446319580078,12.2401828765869,1.02153539533606e-12,6.85570378244904e-10,407.207183837891,4.16657298940581e-11,4.82148934492777e-13,2.26313923157306e-09,3.65490163091106e-13,0.0694862976670265,1.65058422088623,5.70427993035194e-12,2.25615692138672,2.45508974261455e-10,6.01924163724094e-13,9.89143012289362e-13,1.40646827517799e-10,4.60457338924414e-10,19.2810249328613,0.666666686534882,"4FGL J0525.6-6013 ","3FGL J0525.6-6013 ","bcu","SUMSS J052542-601341        "
"748",2.17970108985901,2.0266215801239,2712.31323242188,3.51641560650522e-14,3.65771764276619e-14,2.22034728520866e-14,0,9.70098906261964e-14,0.868542909622192,7.7562365167691e-13,1.95135856258244e-12,1.83125121829701e-16,0.494667738676071,0.00808884110301733,50.8879318237305,11.7927227020264,2.77886298272235e-21,3.18843951241377e-10,250.164535522461,1.17698314438646e-19,2.14345319379979e-13,5.39220265660667e-11,8.57696753247053e-15,0.454783737659454,2.66511464118958,1.87353084435404e-12,2.52538752555847,1.29310520624593e-10,3.05302766574755e-13,3.92521057974646e-13,5.83884746108154e-11,1.6497064825316e-10,5.15387058258057,0.666666686534882,"4FGL J0526.1+6318 ","3FGL J0526.6+6321 ","bcu","GB6 J0526+6317              "
"750",2.0770103931427,2.01812052726746,4398.7060546875,1.41489535474167e-14,1.53022210923554e-14,1.37471397519641e-14,0,3.62788900483413e-13,2.00721573829651,4.81140993713325e-09,7.00846368786867e-12,1.14744184206289e-12,0.851273655891418,0.000204031734028831,46.5755729675293,15.4142646789551,2.38457989248583e-13,1.80853360065569e-10,195.282348632812,9.99893050301903e-12,1.23047161652498e-13,1.97376976984742e-07,3.15231625525048e-11,0.0759086832404137,0.655200183391571,3.05498486750932e-12,0.326922833919525,1.90757368234706e-10,4.549248347821e-13,5.47021033071166e-13,8.04005473309388e-11,2.74927941523728e-10,6.06848478317261,0.666666686534882,"4FGL J0526.3+2246 ","3FGL J0526.4+2247 ","bcu","2MASS J05262938+2247232     "
"751",1.95688474178314,1.83238327503204,2591.16528320312,7.3194366691752e-14,8.27433485769101e-14,6.37528224656236e-14,0,5.55342230534883e-13,1.63056170940399,8.49363357424693e-10,1.0218234244852e-11,2.0497077884811e-13,0.107194118201733,0.00156902929302305,52.3219413757324,7.4844331741333,2.69020211923071e-13,5.14430331666205e-10,378.569763183594,1.1147730308303e-11,3.54992917657102e-13,4.3239378549019e-14,6.93880167326893e-18,0.196469128131866,2.65315580368042,4.79538067241214e-12,1.90152680873871,3.57595092426166e-10,8.62958630335614e-13,9.32934285380327e-13,1.35194161421381e-10,4.24174362301244e-10,12.4805793762207,0.666666686534882,"4FGL J0526.7-1519 ","                  ","bcu","NVSS J052645-151900         "
"753",2.27696776390076,2.60872888565063,1805.84484863281,1.24257876665985e-13,1.1653635142387e-13,7.72658372287689e-14,0,2.86801357944795e-14,0.705757677555084,5.89620474840402e-13,5.98709721123108e-13,1.37902085715353e-16,0,0.018555510789156,28.2795848846436,4.0013599395752,2.63469611795977e-13,1.42700373739757e-09,283.639007568359,1.12650271055781e-11,9.4857823852712e-13,1.42143269377115e-10,2.25230261958337e-14,0.418377071619034,1.8820766210556,2.7688331228487e-12,1.74773287773132,2.12472511806894e-10,4.96936638973849e-13,1.27044723482669e-13,1.91121094644808e-11,2.31832150698885e-10,4.22139358520508,0.666666686534882,"4FGL J0529.1-0101 ","                  ","bcu","PMN J0529-0058              "
"754",1.98325872421265,1.99975943565369,4198.4140625,2.136431392311e-14,2.02615888341339e-14,2.07460137529323e-14,0,8.0468780510462e-13,1.88819873332977,4.5150736482924e-09,1.4967150782641e-11,1.08675503492084e-12,0.390409767627716,0.000231563288252801,52.2647094726562,12.531307220459,1.01913215280053e-12,1.28645516461745e-09,279.770477294922,4.23412555017322e-11,8.84979969081184e-13,2.13923079250833e-09,3.42931412433689e-13,-0.0142981922253966,0.245581746101379,4.02982421737752e-12,0.50667804479599,2.18964513187814e-10,5.27036313896501e-13,3.80921504191875e-13,5.53728278507304e-11,3.59223983892321e-10,8.48715209960938,0.666666686534882,"4FGL J0529.1+0935 ","3FGL J0529.1+0933 ","bcu","GB6 J0529+0934              "
"755",2.41008710861206,2.39424395561218,1511.14575195312,1.77145760083333e-13,1.82799210339014e-13,1.71427325459939e-13,0.83184140920639,1.10068251984573e-13,2.31219148635864,7.17651227333249e-09,2.41248861165833e-12,1.65714750949286e-12,0.836119592189789,0.0006955920252949,107.578369140625,50.7003860473633,2.86659178382401e-13,1.72365655082274e-09,636.751770019531,1.24141825291746e-11,1.12847708608199e-12,8.546728658132e-09,1.34718917878945e-12,0.0502101927995682,0.845986604690552,4.383150960241e-12,0.668962955474854,2.05763725502628e-10,4.75134471697447e-13,4.51895546807121e-13,6.90233495359571e-11,3.28455207476708e-10,10.1354856491089,0.666666686534882,"4FGL J0529.3-7243 ","3FGL J0529.8-7242 ","bcu","PKS 0530-727                "
"760",2.59162211418152,2.57313561439514,640.929870605469,2.00879395582942e-12,2.07562439458187e-12,2.00057071603199e-12,0.533730149269104,1.02265872365444e-13,2.5783154964447,1.07200524013251e-08,2.38571185376402e-12,2.43333023002001e-12,0.449827343225479,0.000159571834956296,93.5919189453125,36.0696601867676,3.46023557029618e-13,2.65054334036563e-09,1105.09875488281,1.52440907119633e-11,1.70038028796116e-12,3.88105760862345e-08,6.0743788471429e-12,0.032755434513092,0.650361478328705,6.56790117084527e-12,0.166143089532852,3.00541758146977e-10,6.82195673649272e-13,2.3991727116264e-13,3.73981713652771e-11,3.96783134126721e-10,15.201358795166,0.666666686534882,"4FGL J0532.8-3941 ","3FGL J0533.0-3939 ","bcu","PKS 0531-397                "
"762",2.33919930458069,2.30824780464172,1601.43957519531,9.81603307751572e-14,9.88809186440454e-14,9.39654305970664e-14,0.359173953533173,4.4990412965317e-23,2.21961140632629,8.70407999148393e-12,9.61131971049942e-22,2.02356594615526e-15,0.678115010261536,0.000701616459991783,57.6530876159668,21.5610427856445,2.98963246736852e-13,7.91283594203662e-10,352.681304931641,1.2859475637117e-11,5.22250970767801e-13,6.46406617121897e-09,1.02174551371709e-12,0.0349764414131641,0.38600093126297,2.63597195286625e-12,0.571377635002136,2.12292822210358e-10,4.93548452974724e-13,1.53252708917292e-13,2.32199381250409e-11,2.10737885475432e-10,5.86317491531372,0.666666686534882,"4FGL J0533.0-8446 ","                  ","bcu","PMN J0532-8447              "
"763",3.13750004768372,3.10138535499573,289.700073242188,8.20235979831496e-12,8.29614762304365e-12,7.74411090809224e-12,0,1.53686007350911e-15,2.94349813461304,8.26532620123999e-09,4.19619071748926e-14,1.78631979000365e-12,0,0.00444194674491882,47.2264862060547,0.339377284049988,6.92814518815547e-17,1.05623498836138e-09,653.873046875,3.20566225745379e-15,6.39623770615216e-13,3.50456588193993e-08,5.37182624771315e-12,0.0646428018808365,0.555096030235291,3.06977316830159e-12,0.632041573524475,5.76934507112714e-11,1.24688304928462e-13,6.20926311127416e-14,1.02535922461011e-11,7.43470493502763e-11,5.35626649856567,0.666666686534882,"4FGL J0533.1-6119 ","                  ","bcu","MRC 0534-613A               "
"764",2.56076860427856,2.48449993133545,853.419311523438,4.40832673099731e-13,4.45021406877966e-13,3.43846994063299e-13,0,3.98046362309803e-15,1.57146394252777,3.41277206494794e-09,9.19111791883309e-14,7.76900570785555e-13,0.44631016254425,0.0137036954984069,44.432315826416,11.6299667358398,5.49948548714043e-18,8.6618395789273e-10,415.453216552734,2.41581631611689e-16,5.57579156457155e-13,4.42915600029625e-11,6.94054858276969e-15,0.309705376625061,1.72115778923035,2.33168714371124e-12,1.75819611549377,1.42624023702353e-10,3.24676483615116e-13,9.91635904792031e-14,1.54047920253308e-11,1.46761450214861e-10,5.08130741119385,0.666666686534882,"4FGL J0533.3-5549 ","                  ","bcu","PMN J0533-5549              "
"767",2.68210697174072,2.7022979259491,838.224182128906,4.07457813149381e-13,3.96438551474379e-13,4.07536553332158e-13,0,7.9646633761775e-17,2.68429017066956,6.96703672531385e-09,1.91315266038182e-15,1.56820422533149e-12,0.191042274236679,-6.47441311230068e-06,38.4216995239258,7.66201972961426,1.3584959708806e-13,8.44551428791362e-10,501.905548095703,6.03536925297687e-12,5.36439599338467e-13,3.0851738941351e-09,4.81180579322421e-13,-0.025631632655859,0.249166622757912,2.8424192253379e-12,0,1.24969631865035e-10,2.81293055254955e-13,1.54124393911444e-13,2.42647950343677e-11,1.50935181020273e-10,5.74733591079712,0.666666686534882,"4FGL J0536.0-2754 ","3FGL J0535.6-2749 ","bcu","PMN J0535-2751              "
"771",1.94092321395874,1.87942397594452,2885.76123046875,2.14475264398483e-14,2.37266549316844e-14,2.0295424412245e-14,0,4.36957544799887e-13,1.82176351547241,5.30491449379777e-13,7.98727924078424e-12,1.28221994670784e-16,0,0.000426540762418881,35.6569137573242,4.1418604850769,2.14500970154366e-13,2.05763225902267e-10,157.599472045898,8.87452524661603e-12,1.42259617172229e-13,5.74942600039402e-13,9.23220053614027e-17,0.0928468406200409,1.1113201379776,1.8935469511816e-12,0.670653104782104,1.6961709814467e-10,4.09971562991343e-13,1.77633108959865e-13,2.56927170511068e-11,1.66534716572464e-10,6.79924058914185,0.666666686534882,"4FGL J0536.5-2548 ","                  ","bcu","GALEXASC J053626.90-254747.9"
"773",1.91373991966248,1.84771621227264,3483.00927734375,1.7686478231407e-14,1.84549251558809e-14,1.66198790976313e-14,0,3.41613049697001e-13,1.75556635856628,7.22392892033019e-12,6.17460206228659e-12,1.7507599272507e-15,1.12028157711029,0.00046449014917016,60.8716583251953,30.4920845031738,3.8268211299472e-13,2.84082535273456e-10,181.038665771484,1.57901053343679e-11,1.97041683100072e-13,1.2910415791989e-10,2.07534710309999e-14,0.0617074705660343,0.879935681819916,2.24556094205464e-12,0.816480875015259,1.36822275731419e-10,3.31596512401222e-13,3.62582441284717e-13,5.22748996867328e-11,1.95218605170133e-10,8.34559154510498,0.666666686534882,"4FGL J0538.2-3910 ","3FGL J0538.4-3909 ","bcu","NVSS J053810-390844         "
"775",1.90500569343567,1.60198175907135,4249.0234375,2.63938956140183e-14,2.94553098546205e-14,1.91902310692606e-14,0,1.11644919112593e-13,0.925264537334442,1.20690526257856e-13,3.51380057862782e-12,3.5199347478214e-17,0.790061712265015,0.00349799287505448,53.0384483337402,21.5919284820557,7.3307988368923e-13,1.42560185878438e-10,125.798561096191,3.23693502557454e-11,1.21722591858373e-13,9.88813031455038e-10,1.71402768280732e-13,0.360803574323654,3.12153553962708,2.76752080453913e-12,2.91257333755493,1.19808524212672e-10,3.19481230750054e-13,1.00037990044544e-12,1.42038325545712e-10,3.31448368751097e-10,7.97922801971436,0.666666686534882,"4FGL J0539.0+1644 ","3FGL J0538.9+1646 ","bcu","NVSS J053855+164612         "
"778",2.41490411758423,2.4184627532959,1488.52478027344,1.71935477465655e-13,1.67618970461393e-13,1.73028570095955e-13,0,9.10252369356115e-14,2.4285135269165,1.06272546318564e-08,1.99853068122424e-12,2.45284066495433e-12,0,-8.6187086708378e-05,59.3863983154297,5.43858671188354,4.48254253810829e-13,1.7673962293685e-09,443.764251708984,1.94212042281539e-11,1.15648191977707e-12,4.44396555110416e-08,7.00353620583516e-12,-0.017094936221838,0.255352199077606,4.28058890417082e-12,0.102829813957214,1.53154183779591e-10,3.53489996605602e-13,2.77599801869546e-13,4.24242516117168e-11,3.19222676070652e-10,6.40854978561401,0.666666686534882,"4FGL J0540.0+1209 ","3FGL J0540.0+1208 ","bcu","2MASS J05400502+1209550     "
"781",1.97329449653625,1.85117614269257,3583.55151367188,1.5113102352156e-14,1.53696178099025e-14,1.37154539434732e-14,0,1.55898582346499e-13,1.65268445014954,2.45209574867289e-10,2.88790410855888e-12,5.90787862424572e-14,0.335364282131195,0.000992359477095306,46.2340927124023,11.9769592285156,5.18626157644531e-13,2.90049234630274e-10,178.031005859375,2.15258488117653e-11,1.99766161186783e-13,5.36815730756146e-12,8.60888500447249e-16,0.0865459218621254,0.711619675159454,1.94537029714337e-12,1.02051389217377,1.33022315385034e-10,3.20493089532581e-13,1.88393951047056e-13,2.73537425349302e-11,1.72951736265858e-10,6.84143400192261,0.666666686534882,"4FGL J0541.1-4854 ","                  ","bcu","1RXS J054106.1-485408       "
"782",2.3455913066864,2.17199563980103,1605.15393066406,7.99628511191988e-14,8.12597263240809e-14,6.77030859760203e-14,0,3.10591947750519e-18,1.69307672977448,2.56323207104003e-09,6.65074388316316e-17,5.95546778125317e-13,0.452039629220963,0.00421072682365775,43.0483932495117,10.1391000747681,9.47121951721565e-14,5.11722109131085e-10,269.712585449219,4.07641065000575e-12,3.37492430920253e-13,1.14915958693285e-11,1.81596791166212e-15,0.169931009411812,1.19111573696136,1.91655523916479e-12,1.41590106487274,1.18508425295261e-10,2.75345013716483e-13,2.70275961984298e-13,4.09805314682821e-11,1.52408780040858e-10,4.47641086578369,0.666666686534882,"4FGL J0541.4-7334 ","                  ","bcu","SSTSL2 J054212.43-733327.8  "
"784",2.63686156272888,2.64343738555908,971.779968261719,1.05474808574646e-12,1.07608464239989e-12,8.87280646091199e-13,0,5.05550746029086e-18,2.2664213180542,4.50674564334008e-09,1.196925449455e-16,1.01867852261156e-12,0,0.00431674299761653,39.7790794372559,2.4927864074707,1.24365239786116e-13,3.88529786121694e-09,886.16015625,5.50205454113994e-12,2.48010444646452e-12,5.59754282855596e-12,8.74554106501777e-16,0.119666188955307,1.47901606559753,8.86055725318746e-12,1.62378883361816,4.39286107489778e-10,9.92936852531323e-13,4.94318724408166e-13,7.74393049685074e-11,5.02627106602205e-10,4.76547718048096,0.666666686534882,"4FGL J0542.4+3547 ","                  ","bcu","NVSS J054218+354149         "
"785",2.49932527542114,2.56351017951965,1237.56652832031,1.16507172832903e-12,1.19894643258595e-12,9.49214990463021e-13,0.673410773277283,3.44280585993834e-15,2.11690545082092,1.8757296160743e-08,1.08351533040923e-13,4.51457534550448e-12,0.530135810375214,0.00437004072591662,107.40518951416,39.2423324584961,3.89120756016242e-13,7.00406177500668e-09,1514.42785644531,1.83173944762194e-11,4.63119950375179e-12,1.11329816893102e-11,1.80353135041406e-15,0.147420465946198,3.25011801719666,1.46196197509108e-11,3.01541471481323,8.54592785426433e-10,1.92706332662052e-12,1.06418053622687e-12,1.73328670860506e-10,1.23662635687083e-09,11.8092813491821,0.666666686534882,"4FGL J0542.9-0913 ","3FGL J0542.5-0907c","bcu","PMN J0542-0913              "
"787",2.77120280265808,2.72300839424133,442.037811279297,7.43544115167083e-12,7.74703218242578e-12,5.43618405499102e-12,0,1.30698823617124e-13,1.78951978683472,1.11398579250022e-08,3.22715703986176e-12,2.48704377404929e-12,0.159605532884598,0.0212780889123678,35.913948059082,7.84191656112671,1.60010466201858e-16,3.15752091140098e-09,805.224548339844,7.16711930824837e-15,1.98632755209205e-12,3.65913799260653e-10,5.68741288873437e-14,0.354841560125351,2.33512878417969,6.90998690558442e-12,2.26612257957458,2.94364643771416e-10,6.57187628969047e-13,5.26387859929118e-19,8.36760621360923e-17,3.19626630718162e-10,5.89297103881836,0.666666686534882,"4FGL J0545.0+0613 ","                  ","bcu","NVSS J054529+061955         "
"789",1.93439304828644,1.83609735965729,5802.5537109375,1.09302554529046e-14,1.13279848554856e-14,9.31693297409305e-15,0,4.6988877632631e-13,1.48675775527954,4.11683881429425e-11,8.56610962718385e-12,9.95700443211407e-15,0.249164998531342,0.00119743589311838,48.3815689086914,7.69016551971436,7.33007025303239e-13,6.44143696715282e-11,220.414733886719,3.03070242513304e-11,4.45689797188512e-14,7.78855036021042e-11,1.2509794022615e-14,0.129368886351585,1.42830538749695,3.36454692231869e-12,1.61722004413605,2.19028378767305e-10,5.29742970410002e-13,5.14765530548744e-13,7.43977102146687e-11,2.9514568566924e-10,7.29431867599487,0.666666686534882,"4FGL J0549.0+3258c","                  ","bcu","GB6 J0549+3258              "
"792",2.20385241508484,2.20749640464783,1927.45568847656,3.90607718967016e-14,3.77361343399402e-14,3.74340451214997e-14,0,1.26131001196258e-16,2.06395602226257,1.57885593488061e-09,2.56089866042144e-15,3.7189348822686e-13,0,0.000690494023729116,38.9473190307617,4.68050384521484,2.03645219719502e-13,4.63756116841907e-10,187.842926025391,8.64565970898346e-12,3.10890446416148e-13,4.06077127479421e-09,6.45299948458938e-13,0.00212370790541172,0,1.50910035336127e-12,0.392977237701416,7.22947465781054e-11,1.70287517268532e-13,2.15548566951003e-13,3.21534361635845e-11,1.31573571482413e-10,4.70485019683838,0.666666686534882,"4FGL J0551.8-3517 ","                  ","bcu","NVSS J055142-351527         "
"793",2.53706693649292,2.48676300048828,994.960693359375,8.76497171283658e-13,9.01462552608395e-13,7.84209665521257e-13,0,1.05011743116272e-13,2.23400259017944,9.20826970229882e-09,2.40552391374271e-12,2.10088717256252e-12,0,0.00319704809226096,40.9731521606445,4.57893085479736,2.38586900886892e-13,3.46335493617289e-09,904.031311035156,1.0457357202398e-11,2.23531566520552e-12,6.12887385287308e-09,9.61289858478209e-13,0.112286910414696,1.4374760389328,7.75986219725411e-12,1.22356414794922,3.29868160564573e-10,7.5260143169581e-13,5.19406512158177e-13,8.04758412686901e-11,5.03490860115363e-10,9.08363246917725,0.666666686534882,"4FGL J0552.4+3755 ","                  ","bcu","B3 0548+378B                "
"794",2.3709545135498,2.36653828620911,1925.14514160156,2.0637347896129e-13,2.14469839999488e-13,1.54519870206385e-13,0.892443716526031,4.05941729043754e-19,1.62195432186127,3.38060742594015e-13,8.77313961528335e-18,7.83549746916612e-17,1.11937940120697,0.00596384843811393,96.9941177368164,47.6600875854492,4.38996088829649e-13,1.7900063653542e-09,642.646118164062,1.89403839834235e-11,1.17713933218966e-12,5.53778800593818e-10,8.74241813924453e-14,0.275566160678864,2.7651424407959,6.83758345082497e-12,2.60057139396667,6.82047029965105e-10,1.58083377117813e-12,5.12950684532221e-13,7.80013970080873e-11,5.31827581973232e-10,6.09252119064331,0.666666686534882,"4FGL J0552.8+0313 ","                  ","bcu","PKS 0550+032                "
"796",2.57704424858093,2.39941835403442,770.767761230469,1.44953244286122e-12,1.49037130293267e-12,9.35142479945028e-13,0,3.9209123364666e-16,1.28049302101135,6.58806120767963e-09,1.41061445022624e-14,1.70289032441068e-12,0.177166596055031,0.0170162990689278,47.4288558959961,7.76288366317749,3.88415974232136e-18,2.1316193254961e-09,495.053497314453,2.02103437643415e-16,1.43953089466048e-12,4.61247741390114e-11,7.81536209311156e-15,0.378741919994354,3.0646767616272,4.11333684127713e-12,3.14743614196777,3.76705527882493e-10,8.23022260152545e-13,1.74488258585827e-13,3.08665037973554e-11,4.01390254367584e-10,5.02964115142822,0.666666686534882,"4FGL J0554.3-1009 ","                  ","bcu","PMN J0555-1002              "
"797",2.54833197593689,2.96473503112793,1003.65655517578,1.66082783376736e-12,1.62215813698241e-12,1.00168029253112e-12,0.248874172568321,8.52398189467481e-14,1.03724420070648,1.63717235324157e-08,3.06664632923614e-12,4.25156481201339e-12,0.33288037776947,0.0272193923592567,55.1191787719727,15.6730489730835,9.62094919248861e-14,6.35371177892807e-09,1110.47424316406,5.07560356591275e-12,4.18166152746369e-12,5.7725730862046e-09,9.87939764718337e-13,0.496019393205643,4.33975744247437,9.56116782968586e-12,3.9052791595459,5.13759423892424e-10,1.07686559322473e-12,2.78458137624449e-13,5.21652408769224e-11,7.02426505849729e-10,9.0421838760376,0.666666686534882,"4FGL J0555.1+0304 ","                  ","bcu","GB6 J0555+0304              "
"800",1.87257075309753,1.84707844257355,6378.24658203125,7.53034228262407e-15,7.44137841217395e-15,7.03879254618993e-15,0,1.23530049037091e-12,1.68546342849731,5.54017942633322e-10,2.19482071406318e-11,1.34818791872569e-13,0,0.000418456853367388,37.7894973754883,6.11958742141724,3.54126233545471e-13,7.55754625547667e-10,168.726577758789,1.45522951328081e-11,5.26766727026312e-13,2.26315119422615e-10,3.64398046242762e-14,0.0327391512691975,0.417376637458801,2.99231277776923e-12,0.77496325969696,8.00223776131759e-11,1.9473231892015e-13,4.43068650345102e-13,6.35672695037393e-11,2.54528453869085e-10,7.50883960723877,0.666666686534882,"4FGL J0557.3-0615 ","                  ","bcu","1RXS J055717.0-061705       "
"801",1.98048937320709,1.9688560962677,4989.72998046875,9.11347904829435e-15,8.74828756934924e-15,8.62943614135525e-15,0,6.72700664703513e-13,1.7808883190155,1.28085231310138e-09,1.24980347251946e-11,3.08378837873477e-13,0.456582397222519,0.000447384983999655,42.8847503662109,15.4434185028076,3.09172202813193e-13,6.67184418823297e-10,158.229019165039,1.28414752789685e-11,4.59120588769402e-13,5.60781943884786e-13,8.99065784157438e-17,0.00900004990398884,0.084514357149601,2.3583058249288e-12,0.588491916656494,4.11944436895517e-11,9.91800161421162e-14,3.92334358360544e-13,5.70132031862958e-11,2.10073666795374e-10,5.25765752792358,0.666666686534882,"4FGL J0557.6-0721 ","3FGL J0557.7-0720 ","bcu","PMN J0557-0719              "
"803",2.44598054885864,2.23539805412292,891.958801269531,3.57513606392967e-13,3.71606933592672e-13,2.96884316176166e-13,0,1.7333996251052e-19,1.71748924255371,3.87567089532581e-09,3.84790441607316e-18,8.91888884795022e-13,0.328512221574783,0.00778462504968047,38.9493446350098,10.726001739502,2.47731429621934e-15,7.23254511836302e-10,336.589416503906,1.07650799624319e-13,4.71595906856997e-13,1.14084452995655e-09,1.79574508474972e-13,0.25214558839798,1.56250262260437,2.1482056584976e-12,1.66311407089233,1.46458040140018e-10,3.37036605221885e-13,1.95634713940837e-13,3.00031631483844e-11,1.550870404321e-10,5.56239604949951,0.666666686534882,"4FGL J0558.1-2859 ","                  ","bcu","AT20G J055802-285556        "
"805",1.6880567073822,1.4567939043045,9294.8037109375,5.43579794010421e-15,5.87622330894093e-15,3.19880277288868e-15,0,3.0679522507529e-13,0.391486465930939,2.15185963665931e-12,9.20149980515594e-12,6.27589051114695e-16,0,0.0031221667304635,36.5906028747559,4.89537525177002,7.66858527633668e-13,6.07669244945218e-17,55.3941841125488,3.19838183715504e-11,5.25584454296828e-20,2.57873935963562e-13,4.47003671550552e-17,0.454451620578766,3.33965611457825,2.4017831994072e-12,3.19210433959961,2.58256124818779e-11,7.53202974166159e-14,6.04906587060167e-13,7.79709352638491e-11,1.52549597953744e-10,7.3049168586731,0.666666686534882,"4FGL J0559.6+3044 ","3FGL J0559.8+3042 ","bcu","2MASS J05594100+3042282     "
"806",2.04221844673157,1.97972548007965,2879.3408203125,2.59333282252123e-14,2.63819609197915e-14,2.33831441080572e-14,0,1.8470983206495e-13,1.75725495815277,8.32049373844512e-10,3.51881761576078e-12,1.99109609008707e-13,0,0.00113481399603188,54.9277610778809,4.92103338241577,3.83505103758799e-13,6.96889435047865e-10,262.934051513672,1.60261057896571e-11,4.76084449640979e-13,1.68881361260927e-13,2.70093660588775e-17,0.0779704377055168,1.11582231521606,2.14441160141521e-12,1.29416835308075,8.39431926746848e-11,2.00876262238664e-13,3.9270098132517e-13,5.74833236566263e-11,1.92937027465589e-10,7.17117786407471,0.666666686534882,"4FGL J0559.9+6409 ","                  ","bcu","GB6 J0559+6409              "
"807",1.53252017498016,1.37402296066284,11246.8212890625,5.54721877156841e-15,6.20155214683883e-15,4.17415676472904e-15,0,1.07424594393557e-12,0.968758702278137,7.72982968865604e-13,2.25560559813376e-11,2.25440174722117e-16,0.12173306196928,0.000965115148574114,53.4611129760742,7.0503363609314,1.95491517938906e-12,6.20492860545505e-17,91.2245178222656,7.78677955448615e-11,5.3265978890274e-20,2.45469653492592e-08,4.25501864645406e-12,0.215362250804901,3.10100817680359,5.17708185349131e-12,2.77922320365906,6.6751403016152e-11,1.84785116353302e-13,7.20368372158359e-13,9.38242677994694e-11,2.57956711546825e-10,11.5081901550293,0.666666686534882,"4FGL J0600.3+1244 ","                  ","bcu","NVSS J060015+124344         "
